id,balance_date,balance,debits,credits
nfxxyqDpQd4Pn7vsMwADgg,2012-09-19,52.42928752074111,0.0,0.0
TRarw5oy3j3U02RXMQgPvA,2013-12-17,0.30693822803465115,0.0,0.0
nfxxyqDpQd4Pn7vsMwADgg,2012-08-07,0.46107456577595396,0.0,0.0
nHGUSfvX0tEir0EynUq98Q,2017-08-18,2099.657187424053,0.0,0.0
DDiPEQQ4o7RsGu5x40Zw,2015-11-11,-0.01869553727581704,0.0,0.0
DDiPEQQ4o7RsGu5x40Zw,2016-01-08,-0.04410210980442996,0.0,0.0
6UEFeUSpepDfh5o7sQC3Q,2017-07-12,1.5415134644634099,0.051050017136740324,0.0
qCEjARjLPso4k7uW8tfx6g,2017-08-01,33.8035764583637,0.015315005141022096,0.018742503291582842
nfxxyqDpQd4Pn7vsMwADgg,2012-03-24,13.201965293705682,0.0,0.0
tQcVzouqvryGlr5d3GzSsQ,2012-02-15,0.0,262.2974823524091,262.2974823524091
MiywMzjVTSOmKPQYoFnaA,2000-01-11,504.96740624513524,125.33417128083889,0.0
Ud3GfZ7BxGDpM9VQT0xSoQ,2015-01-21,109.25753255614761,0.0,0.0
FGDHB57MoXjAuPQNqDvg,2017-02-01,17.535374586367478,0.006738602262049722,0.0
nHGUSfvX0tEir0EynUq98Q,2012-11-23,10.210003427348065,0.0,0.0
hgKn8WSDSpycaBVhxRMbYw,2018-02-01,1739.6240848082327,0.010210003427348064,8.21381809025799
6iHO5Wu2uDhH27H4kjy2aA,2007-12-21,0.0,6636.502227776242,0.0
AvfACktUMOi5v4Uh9GPVig,2014-10-01,24.696979332412916,0.030630010282044193,0.03411264245111262
FGDHB57MoXjAuPQNqDvg,2013-01-23,0.41432193908178444,0.0,0.0
ykaholNazjUF6IieRywg,2013-07-18,5.654051794982073,15.45479744494832,0.0
knJd4g3Shy8ZplBhSMVzDw,2016-04-14,65.16746545076019,0.0,0.0
qCEjARjLPso4k7uW8tfx6g,2017-05-06,33.81650844870479,48.0620616757276,0.0
hgKn8WSDSpycaBVhxRMbYw,2017-01-01,377.6880833083376,0.010210003427348064,0.0
tQcVzouqvryGlr5d3GzSsQ,2005-12-02,-483.39459913446103,1.1639403907176793,0.0
6iHO5Wu2uDhH27H4kjy2aA,2007-08-20,1021.0004448348407,0.0,0.0
9QiDc0WtDpDQ0rxvdIJtw,2016-11-30,0.03526535183806021,0.0,0.0
vpJaKTxShAPIzR3O6WBNtg,2002-07-03,108.3726142020935,990.3703324527622,0.0
ga1JDMwoTQqz271nh0Hiaw,2002-04-03,3.1371705771020464,279.95543517692425,280.77509425207177
xD5BGlG04X3hPpRXDZd0A,2015-07-21,11.150555069077424,0.0,0.0
MiywMzjVTSOmKPQYoFnaA,2006-03-07,373.64658516066606,0.0,9.433455070672197
GtHbSe2CR7h9DUcUXMa3w,2017-06-16,36.22694323385231,0.0,0.0
r0fY7DHmnbtVirxmaINxA,2010-06-16,4.298447177925531,118.37234056685467,0.0
FGDHB57MoXjAuPQNqDvg,2013-05-30,1.9207058447527179,0.0,0.0
W5pYt58Xo3mt5QyEe5Ymig,2017-03-28,0.5931276871042456,0.0,0.0
6iHO5Wu2uDhH27H4kjy2aA,2008-12-17,0.0,304.98668797954787,304.98668797954787
knJd4g3Shy8ZplBhSMVzDw,2016-10-06,443.120699485105,0.0,0.0
I26ue9dUdA5Ab3WQlkTD5Q,2017-12-01,-0.03232895485235491,0.05384960007651916,0.0
Ud3GfZ7BxGDpM9VQT0xSoQ,2015-10-30,1530.8640857905698,0.0,0.0
tQcVzouqvryGlr5d3GzSsQ,2006-04-15,-455.4891037629964,495.2877185638064,0.0
W5pYt58Xo3mt5QyEe5Ymig,2017-09-15,0.3082675704808919,0.0,0.0
knJd4g3Shy8ZplBhSMVzDw,2016-06-30,300.0338796399629,0.0,0.0
I26ue9dUdA5Ab3WQlkTD5Q,2017-09-09,0.12933623941627434,0.0,0.0
qCEjARjLPso4k7uW8tfx6g,2015-04-07,0.08876474879702133,2350.9429554389912,2348.259201925095
tQcVzouqvryGlr5d3GzSsQ,2014-06-06,0.0,32.020941510959354,32.020941510959354
3OBjfIaphkQ6F8bLxDuoRg,2014-07-16,0.3526912953932833,0.07453302501964086,0.0
FGDHB57MoXjAuPQNqDvg,2016-03-03,19.41860971854183,0.0,0.0
9QiDc0WtDpDQ0rxvdIJtw,2016-12-17,0.023739278968926983,0.0,0.0
6iHO5Wu2uDhH27H4kjy2aA,2012-07-11,0.0,0.0,2.0420006854696127E-4
GWGjhwSWxfwfU3S9MFYRA,2013-04-02,0.09172360779026681,0.0,0.0
ga1JDMwoTQqz271nh0Hiaw,2006-07-05,4.651060877292766,120.75636513613667,0.0
MiywMzjVTSOmKPQYoFnaA,2009-02-03,679.3452513932145,0.0,5.785894590239761
nHGUSfvX0tEir0EynUq98Q,2017-02-09,19.243099759625718,0.0,0.0
tQcVzouqvryGlr5d3GzSsQ,2015-08-24,481.1126347804391,0.0,14.255880645489572
FGDHB57MoXjAuPQNqDvg,2017-10-06,0.27934569377224305,0.0,0.0
9QiDc0WtDpDQ0rxvdIJtw,2015-12-18,0.05540968860021795,0.0,0.0
nHGUSfvX0tEir0EynUq98Q,2013-08-22,10.210003427348065,0.0,0.0
FGDHB57MoXjAuPQNqDvg,2012-06-21,-0.7151086400514584,0.0,0.0
Ud3GfZ7BxGDpM9VQT0xSoQ,2016-08-05,296.73640690404983,0.0,0.0
xD5BGlG04X3hPpRXDZd0A,2014-11-20,3.3783625090666325,0.0,0.0
hgKn8WSDSpycaBVhxRMbYw,2015-04-17,46.032359960386565,0.49824816725458554,0.0
MiywMzjVTSOmKPQYoFnaA,2004-05-08,674.660400509579,3573.5011995718223,0.0
vpJaKTxShAPIzR3O6WBNtg,2002-12-27,1881.3735259134367,0.0,1735.7005826491709
W5pYt58Xo3mt5QyEe5Ymig,2017-04-29,0.5814709261912423,0.0,0.0
GLw1V0HiE7z3Yvwq647bXg,2016-12-14,0.18468058399455725,0.0,0.0
hgKn8WSDSpycaBVhxRMbYw,2014-12-01,2.4370573690843345,0.010210003427348064,0.0182748851346103
vpJaKTxShAPIzR3O6WBNtg,2002-01-05,485.5276689665012,0.3174473845624205,0.0
FGDHB57MoXjAuPQNqDvg,2015-06-29,1.9029404387891322,0.0,0.0
Ud3GfZ7BxGDpM9VQT0xSoQ,2014-03-07,10.087934668371377,0.0,0.0
9QiDc0WtDpDQ0rxvdIJtw,2017-11-15,0.04163230997535446,0.0,0.0
W5pYt58Xo3mt5QyEe5Ymig,2016-12-16,0.21040060362838978,0.0,0.0
MiywMzjVTSOmKPQYoFnaA,2001-10-16,132.10375477728854,65.65600798875674,0.0
GtHbSe2CR7h9DUcUXMa3w,2018-05-03,16.784616698349094,756.7109560997444,0.0
FGDHB57MoXjAuPQNqDvg,2017-11-18,0.27924359373796953,0.0,0.0
I26ue9dUdA5Ab3WQlkTD5Q,2017-07-07,-0.002263557759843066,0.0,0.0
nHGUSfvX0tEir0EynUq98Q,2018-03-23,1.9601164579822814,71.27215412501444,0.6845807298036877
Ud3GfZ7BxGDpM9VQT0xSoQ,2015-09-21,538.1329943033356,1735.7005826491709,0.0
nHGUSfvX0tEir0EynUq98Q,2017-11-18,2004.0996212467826,0.0,0.0
3OBjfIaphkQ6F8bLxDuoRg,2002-10-17,166.19232816632154,520.6086567306731,0.0
TRarw5oy3j3U02RXMQgPvA,2014-12-30,0.16324468179883997,0.0,0.0
TRarw5oy3j3U02RXMQgPvA,2014-12-05,0.16324468179883997,0.0,0.0
EJD3qDQEKRHGGA8kcLNMg,2014-12-31,162.78742985834725,0.0,59.21801987861877
ykaholNazjUF6IieRywg,2017-02-01,0.4886150290208826,0.06485496277085764,0.0
GWGjhwSWxfwfU3S9MFYRA,2014-01-31,0.10031124167300927,0.0,0.0
Ud3GfZ7BxGDpM9VQT0xSoQ,2014-09-27,728.3644886382519,11.772498448854675,0.0
TRarw5oy3j3U02RXMQgPvA,2015-09-29,0.055724156705780264,0.0,0.0
Pkp6yyuXncJiON0UcIOxHw,2012-02-24,134.409126585168,-1.5723405278116019E-4,0.0
tQcVzouqvryGlr5d3GzSsQ,2012-05-18,0.0,388.23328012720515,395.8632218144644
tQcVzouqvryGlr5d3GzSsQ,2013-01-02,0.0,93.42654753491864,93.4351045387911
GtHbSe2CR7h9DUcUXMa3w,2017-12-22,103.34240076352481,0.0,0.0
nQO75n3P3AOx808TxeTZLw,2012-09-15,5.102961754989248,452.3759491559562,0.0
vpJaKTxShAPIzR3O6WBNtg,2005-03-29,2549.6401466067177,0.0,31.297203376011108
FwvoshQvrd8aUT0xAYWpEA,2013-04-01,410.1882354141609,0.015315005141022096,4.269395634173354
tQcVzouqvryGlr5d3GzSsQ,2005-11-01,-942.7168730721964,0.3403943672653853,387.9214615175322
tQcVzouqvryGlr5d3GzSsQ,2015-02-26,143.71476058093253,0.0,7.786428367789544
6iHO5Wu2uDhH27H4kjy2aA,2003-08-18,42882.01439486187,0.0,0.0
GLw1V0HiE7z3Yvwq647bXg,2018-03-03,2.132303060782793,0.0,0.0
GWGjhwSWxfwfU3S9MFYRA,2013-01-18,0.10210003427348065,0.0,0.010169163413638672
FGDHB57MoXjAuPQNqDvg,2015-07-08,1.9022257385492178,987177.3580809276,987177.3580809276
FGDHB57MoXjAuPQNqDvg,2012-08-23,0.41483243925315183,0.0,0.0
nfxxyqDpQd4Pn7vsMwADgg,2012-06-05,4.90137646832003,0.0,0.0
knJd4g3Shy8ZplBhSMVzDw,2015-01-23,14.174857121291167,0.0,0.0
AvfACktUMOi5v4Uh9GPVig,2011-11-16,68.09537077661497,0.006314887119814778,0.0
FGDHB57MoXjAuPQNqDvg,2015-09-24,1.900796338069389,0.0,0.0
vpJaKTxShAPIzR3O6WBNtg,2011-09-07,127.2406944098307,9.91201324631714,0.0
GSoJUidIpZHsYR5SByVw5Q,2008-06-27,38.542850744268414,0.03736861254409391,0.0
GSoJUidIpZHsYR5SByVw5Q,2015-12-15,174.9794563270313,0.002042000685469613,153.15005141022095
W5pYt58Xo3mt5QyEe5Ymig,2016-06-02,0.27802962433045786,2.7242055474757567,0.0
6iHO5Wu2uDhH27H4kjy2aA,2009-03-07,104713.79515088175,0.0,0.0
6iHO5Wu2uDhH27H4kjy2aA,2004-09-18,22420.35072618216,0.0,0.0
hgKn8WSDSpycaBVhxRMbYw,2015-02-04,50.913252098830306,0.005105001713674032,0.0
xD5BGlG04X3hPpRXDZd0A,2017-10-27,146.56484730266473,0.0,0.0
TRarw5oy3j3U02RXMQgPvA,2013-11-16,0.31904320809811504,0.0,0.0
